Algeria,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
71,1871,-0.06322580645161285,-0.01,,,,
72,1872,-0.17322580645161284,-0.01,,,,
73,1873,-0.0532258064516129,-0.01,,,,
74,1874,-0.06322580645161285,-0.01,,,,
75,1875,-0.1132258064516129,-0.02,,,,
76,1876,0.2367741935483871,-0.03,,,,
77,1877,0.35677419354838713,-0.05,,,,
78,1878,0.9967741935483871,-0.07,,,,
79,1879,0.05677419354838714,-0.09,,,,
80,1880,-0.3532258064516129,-0.11,,,,
81,1881,0.5567741935483871,-0.13,,,,
82,1882,-0.27322580645161293,-0.15,,,,
83,1883,-0.4632258064516129,-0.18,,,,
84,1884,-0.603225806451613,-0.2,,,,
85,1885,-0.31322580645161285,-0.22,,,,
86,1886,-0.2632258064516129,-0.21,,,,
87,1887,0.006774193548387097,-0.19,,,,
88,1888,-0.10322580645161289,-0.15,,,,
89,1889,-0.30322580645161284,-0.11,,,,
90,1890,-0.8432258064516129,-0.06,,,,
91,1891,-0.2432258064516129,-0.0,,,,
92,1892,0.24677419354838712,0.05,,,,
93,1893,0.4667741935483871,0.1,,,,
94,1894,-0.003225806451612856,0.14,,,,
95,1895,0.8367741935483871,0.17,,,,
96,1896,-0.4832258064516129,0.19,,,,
97,1897,0.5867741935483871,0.21,,,,
98,1898,0.3267741935483871,0.21,,,,
99,1899,1.0367741935483872,0.19,,,,
100,1900,0.2067741935483871,0.16,,,,
101,1901,0.08677419354838711,0.13,,,,
102,1902,0.3967741935483871,0.09,,,,
103,1903,-0.10322580645161289,0.05,,,,
104,1904,0.026774193548387115,0.01,,,,
105,1905,-0.22322580645161288,-0.02,,,,
106,1906,-0.33322580645161287,-0.05,,,,
107,1907,-0.5932258064516129,-0.06,,,,
108,1908,0.04677419354838713,-0.07,,,,
109,1909,-0.09322580645161288,-0.07,,,,
110,1910,-0.09322580645161288,-0.07,,,,
111,1911,-0.19322580645161286,-0.07,,,,
112,1912,0.05677419354838714,-0.07,,,,
113,1913,0.2367741935483871,-0.07,,,,
114,1914,0.24677419354838712,-0.06,,,,
115,1915,-0.003225806451612856,-0.05,,,,
116,1916,-0.07322580645161286,-0.04,,,,
117,1917,-0.3632258064516129,-0.04,,,,
118,1918,-0.4732258064516129,-0.03,,,,
119,1919,-0.21322580645161288,-0.01,,,,
120,1920,0.3467741935483871,0.01,,,,
121,1921,-0.12322580645161291,0.03,,,,
122,1922,0.1467741935483871,0.06,,,,
123,1923,-0.3632258064516129,0.1,,,,
124,1924,0.5367741935483872,0.15,,,,
125,1925,-0.16322580645161283,0.2,,,,
126,1926,0.6867741935483871,0.25,,,,
127,1927,0.48677419354838714,0.28,,,,
128,1928,0.2867741935483871,0.3,,,,
129,1929,-0.22322580645161288,0.31,,,,
130,1930,0.5767741935483871,0.32,,,,
131,1931,0.9467741935483871,0.32,,,,
132,1932,0.5967741935483871,0.31,,,,
133,1933,0.2867741935483871,0.31,,,,
134,1934,-0.0532258064516129,0.3,,,,
135,1935,0.1467741935483871,0.3,,,,
136,1936,0.1367741935483871,0.3,,,,
137,1937,0.9967741935483871,0.3,,,,
138,1938,-0.08322580645161287,0.31,,,,
139,1939,0.10677419354838713,0.32,,,,
140,1940,0.2367741935483871,0.34,,,,
141,1941,0.6367741935483872,0.36,,,,
142,1942,0.7967741935483872,0.39,,,,
143,1943,0.2367741935483871,0.41,,,,
144,1944,0.15677419354838712,0.43,,,,
145,1945,0.6367741935483872,0.44,,,,
146,1946,0.5867741935483871,0.44,,,,
147,1947,0.9867741935483871,0.44,,,,
148,1948,0.37677419354838715,0.43,,,,
149,1949,0.4567741935483871,0.41,,,,
150,1950,0.05677419354838714,0.38,,,,
151,1951,0.6067741935483871,0.37,,,,
152,1952,0.48677419354838714,0.37,,,,
153,1953,0.1467741935483871,0.38,,,,
154,1954,-0.04322580645161289,0.39,,,,
155,1955,1.3267741935483872,0.4,,,,
156,1956,-0.07322580645161286,0.42,,,,
157,1957,-0.06322580645161285,0.44,,,,
158,1958,0.876774193548387,0.45,,,,
159,1959,0.6367741935483872,0.47,,,,
160,1960,0.8067741935483872,0.49,,,,
161,1961,0.6867741935483871,0.51,,,,
162,1962,0.48677419354838714,0.53,,,,
163,1963,0.6567741935483871,0.54,,,,
164,1964,0.48677419354838714,0.53,,,,
165,1965,0.2767741935483871,0.5,,,,
166,1966,0.7067741935483871,0.47,,,,
167,1967,0.2367741935483871,0.42,,,,
168,1968,0.4567741935483871,0.37,,,,
169,1969,0.7267741935483871,0.33,,,,
170,1970,0.6067741935483871,0.3,,,,
171,1971,-0.04322580645161289,0.29,,,,
172,1972,-0.06322580645161285,0.3,,,,
173,1973,0.22677419354838713,0.31,,,,
174,1974,-0.19322580645161286,0.33,,,,
175,1975,-0.023225806451612874,0.35,,,,
176,1976,-0.42322580645161284,0.37,,,,
177,1977,0.876774193548387,0.4,,,,
178,1978,0.5567741935483871,0.45,,,,
179,1979,0.7567741935483872,0.5,,,,
180,1980,0.5267741935483872,0.57,,,,
181,1981,0.8467741935483871,0.63,,,,
182,1982,0.41677419354838713,0.69,,,,
183,1983,1.0267741935483872,0.75,,,,
184,1984,0.3967741935483871,0.79,,,,
185,1985,0.8367741935483871,0.82,,,,
186,1986,0.5467741935483872,0.84,,,,
187,1987,1.546774193548387,0.86,,,,
188,1988,1.136774193548387,0.88,,,,
189,1989,1.0667741935483872,0.9,,,,
190,1990,1.2867741935483872,0.94,,,,
191,1991,0.3867741935483871,0.97,,,,
192,1992,0.09677419354838712,1.01,,,,
193,1993,0.7767741935483872,1.05,,,,
194,1994,0.9567741935483871,1.08,,,,
195,1995,1.116774193548387,1.12,,,,
196,1996,1.106774193548387,1.16,,,,
197,1997,1.2167741935483871,1.21,,,,
198,1998,1.2867741935483872,1.26,,,,
199,1999,1.606774193548387,1.32,,,,
200,2000,1.206774193548387,1.36,,,,
201,2001,1.916774193548387,1.39,,,,
202,2002,1.636774193548387,1.42,,,,
203,2003,1.616774193548387,1.44,,,,
204,2004,1.2467741935483871,1.45,,,,
205,2005,1.4667741935483871,1.45,1.3,1.25,1.29,1.26
206,2006,1.536774193548387,1.45,1.33,1.29,1.32,1.3
207,2007,1.346774193548387,1.45,1.36,1.33,1.36,1.34
208,2008,1.2767741935483872,1.45,1.4,1.37,1.39,1.38
209,2009,1.456774193548387,1.46,1.43,1.41,1.43,1.41
210,2010,2.516774193548387,1.47,1.46,1.45,1.46,1.45
211,2011,1.406774193548387,1.48,1.49,1.49,1.49,1.49
212,2012,1.3267741935483872,1.51,1.53,1.53,1.53,1.52
213,2013,1.416774193548387,1.53,1.56,1.57,1.56,1.56
214,2014,1.906774193548387,1.55,1.59,1.6,1.59,1.6
215,2015,1.416774193548387,1.58,1.63,1.65,1.63,1.64
216,2016,2.0167741935483874,1.61,1.66,1.68,1.66,1.67
217,2017,1.586774193548387,1.63,1.69,1.71,1.69,1.71
218,2018,1.456774193548387,1.66,1.72,1.75,1.73,1.74
219,2019,1.386774193548387,1.69,1.76,1.79,1.76,1.78
220,2020,2.076774193548387,1.72,1.8,1.83,1.8,1.83
221,2021,,,1.84,1.88,1.84,1.87
222,2022,,,1.88,1.92,1.89,1.92
223,2023,,,1.92,1.96,1.93,1.97
224,2024,,,1.95,1.99,1.97,2.02
225,2025,,,1.99,2.03,2.01,2.07
226,2026,,,2.03,2.06,2.05,2.11
227,2027,,,2.06,2.09,2.09,2.16
228,2028,,,2.09,2.12,2.13,2.21
229,2029,,,2.12,2.15,2.16,2.26
230,2030,,,2.15,2.18,2.2,2.3
231,2031,,,2.17,2.21,2.24,2.35
232,2032,,,2.19,2.23,2.29,2.39
233,2033,,,2.22,2.26,2.33,2.44
234,2034,,,2.24,2.29,2.37,2.49
235,2035,,,2.25,2.32,2.41,2.54
236,2036,,,2.27,2.35,2.45,2.59
237,2037,,,2.28,2.38,2.5,2.64
238,2038,,,2.29,2.41,2.54,2.7
239,2039,,,2.3,2.44,2.58,2.76
240,2040,,,2.32,2.46,2.62,2.82
241,2041,,,2.33,2.49,2.66,2.88
242,2042,,,2.35,2.52,2.71,2.94
243,2043,,,2.37,2.55,2.75,3.0
244,2044,,,2.39,2.58,2.79,3.06
245,2045,,,2.41,2.6,2.84,3.12
246,2046,,,2.43,2.63,2.89,3.18
247,2047,,,2.45,2.67,2.94,3.24
248,2048,,,2.46,2.7,2.99,3.29
249,2049,,,2.47,2.72,3.03,3.34
250,2050,,,2.47,2.76,3.08,3.39
251,2051,,,2.48,2.79,3.12,3.44
252,2052,,,2.48,2.82,3.16,3.5
253,2053,,,2.48,2.86,3.2,3.56
254,2054,,,2.47,2.89,3.25,3.61
255,2055,,,2.47,2.92,3.29,3.67
256,2056,,,2.47,2.96,3.34,3.73
257,2057,,,2.47,2.99,3.39,3.8
258,2058,,,2.47,3.03,3.44,3.86
259,2059,,,2.47,3.06,3.48,3.93
260,2060,,,2.47,3.09,3.53,3.99
261,2061,,,2.48,3.11,3.57,4.06
262,2062,,,2.48,3.14,3.62,4.12
263,2063,,,2.48,3.16,3.67,4.19
264,2064,,,2.49,3.18,3.72,4.26
265,2065,,,2.49,3.19,3.77,4.32
266,2066,,,2.49,3.2,3.82,4.4
267,2067,,,2.48,3.22,3.86,4.47
268,2068,,,2.47,3.24,3.91,4.54
269,2069,,,2.47,3.25,3.96,4.61
270,2070,,,2.46,3.27,4.01,4.69
271,2071,,,2.46,3.28,4.07,4.76
272,2072,,,2.45,3.3,4.12,4.83
273,2073,,,2.45,3.32,4.17,4.9
274,2074,,,2.44,3.34,4.22,4.97
275,2075,,,2.43,3.36,4.27,5.04
276,2076,,,2.43,3.38,4.33,5.1
277,2077,,,2.42,3.4,4.39,5.17
278,2078,,,2.41,3.42,4.44,5.24
279,2079,,,2.41,3.44,4.49,5.32
280,2080,,,2.4,3.46,4.55,5.39
281,2081,,,2.4,3.48,4.6,5.46
282,2082,,,2.39,3.49,4.65,5.53
283,2083,,,2.39,3.51,4.71,5.6
284,2084,,,2.39,3.53,4.77,5.67
285,2085,,,2.39,3.55,4.83,5.74
286,2086,,,2.39,3.56,4.88,5.81
287,2087,,,2.39,3.57,4.94,5.88
288,2088,,,2.38,3.59,5.0,5.95
289,2089,,,2.38,3.6,5.05,6.02
290,2090,,,2.38,3.62,5.1,6.09
291,2091,,,2.37,3.63,5.15,6.17
292,2092,,,2.36,3.65,5.2,6.24
293,2093,,,2.35,3.66,5.25,6.31
294,2094,,,2.35,3.67,5.31,6.38
295,2095,,,2.34,3.68,5.36,6.45
296,2096,,,2.34,3.7,5.42,6.51
297,2097,,,2.33,3.71,5.47,6.58
298,2098,,,2.33,3.72,5.53,6.65
299,2099,,,2.32,3.73,5.58,6.71
300,2100,,,2.32,3.74,5.64,6.79
