Brazil,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
120,1920,-0.021935483870967776,0.08,,,,
121,1921,-0.011935483870967767,0.07,,,,
122,1922,0.01806451612903226,0.08,,,,
123,1923,-0.09193548387096773,0.1,,,,
124,1924,-0.001935483870967758,0.13,,,,
125,1925,0.09806451612903228,0.15,,,,
126,1926,0.45806451612903226,0.18,,,,
127,1927,0.22806451612903228,0.2,,,,
128,1928,0.44806451612903225,0.23,,,,
129,1929,0.13806451612903226,0.25,,,,
130,1930,0.35806451612903223,0.27,,,,
131,1931,0.2880645161290323,0.29,,,,
132,1932,0.49806451612903224,0.31,,,,
133,1933,0.12806451612903225,0.32,,,,
134,1934,0.12806451612903225,0.34,,,,
135,1935,0.25806451612903225,0.36,,,,
136,1936,0.45806451612903226,0.38,,,,
137,1937,0.4180645161290323,0.4,,,,
138,1938,0.4280645161290323,0.41,,,,
139,1939,0.4280645161290323,0.42,,,,
140,1940,0.6580645161290323,0.43,,,,
141,1941,0.7380645161290322,0.44,,,,
142,1942,0.44806451612903225,0.44,,,,
143,1943,0.18806451612903224,0.43,,,,
144,1944,0.4780645161290323,0.42,,,,
145,1945,0.2880645161290323,0.4,,,,
146,1946,0.49806451612903224,0.39,,,,
147,1947,0.27806451612903227,0.38,,,,
148,1948,0.4080645161290323,0.38,,,,
149,1949,0.26806451612903226,0.38,,,,
150,1950,0.31806451612903225,0.38,,,,
151,1951,0.31806451612903225,0.38,,,,
152,1952,0.45806451612903226,0.39,,,,
153,1953,0.5680645161290323,0.4,,,,
154,1954,0.48806451612903223,0.42,,,,
155,1955,0.31806451612903225,0.44,,,,
156,1956,0.06806451612903225,0.46,,,,
157,1957,0.38806451612903226,0.47,,,,
158,1958,0.8180645161290323,0.48,,,,
159,1959,0.6780645161290323,0.48,,,,
160,1960,0.32806451612903226,0.49,,,,
161,1961,0.6980645161290322,0.5,,,,
162,1962,0.35806451612903223,0.51,,,,
163,1963,0.6980645161290322,0.52,,,,
164,1964,0.24806451612903224,0.52,,,,
165,1965,0.5280645161290323,0.52,,,,
166,1966,0.5680645161290323,0.52,,,,
167,1967,0.5280645161290323,0.53,,,,
168,1968,0.10806451612903228,0.54,,,,
169,1969,0.8580645161290323,0.54,,,,
170,1970,0.6680645161290323,0.54,,,,
171,1971,0.24806451612903224,0.54,,,,
172,1972,0.6680645161290323,0.55,,,,
173,1973,0.9080645161290323,0.56,,,,
174,1974,0.2880645161290323,0.58,,,,
175,1975,0.4280645161290323,0.59,,,,
176,1976,0.4080645161290323,0.61,,,,
177,1977,0.8080645161290323,0.63,,,,
178,1978,0.6180645161290322,0.66,,,,
179,1979,0.5980645161290322,0.68,,,,
180,1980,0.8480645161290323,0.71,,,,
181,1981,0.6980645161290322,0.74,,,,
182,1982,0.8580645161290323,0.76,,,,
183,1983,1.0580645161290323,0.79,,,,
184,1984,0.7880645161290323,0.8,,,,
185,1985,0.5680645161290323,0.82,,,,
186,1986,0.7380645161290322,0.84,,,,
187,1987,1.2180645161290322,0.85,,,,
188,1988,0.8580645161290323,0.87,,,,
189,1989,0.5780645161290323,0.89,,,,
190,1990,0.9780645161290322,0.92,,,,
191,1991,0.9280645161290322,0.95,,,,
192,1992,0.8880645161290323,0.98,,,,
193,1993,1.0080645161290323,1.01,,,,
194,1994,1.0980645161290323,1.04,,,,
195,1995,1.2380645161290322,1.06,,,,
196,1996,1.0080645161290323,1.09,,,,
197,1997,1.2380645161290322,1.12,,,,
198,1998,1.6380645161290324,1.15,,,,
199,1999,0.9580645161290322,1.18,,,,
200,2000,0.8780645161290322,1.21,,,,
201,2001,1.1280645161290321,1.22,,,,
202,2002,1.4980645161290322,1.24,,,,
203,2003,1.3780645161290321,1.26,,,,
204,2004,1.1780645161290324,1.28,,,,
205,2005,1.4980645161290322,1.3,1.22,1.22,1.23,1.19
206,2006,1.2780645161290323,1.32,1.26,1.26,1.27,1.23
207,2007,1.3680645161290323,1.34,1.3,1.3,1.31,1.27
208,2008,1.1080645161290321,1.36,1.34,1.34,1.35,1.32
209,2009,1.3780645161290321,1.38,1.38,1.38,1.39,1.36
210,2010,1.5780645161290323,1.41,1.41,1.42,1.42,1.4
211,2011,1.2180645161290322,1.44,1.45,1.46,1.46,1.45
212,2012,1.4880645161290322,1.47,1.49,1.5,1.5,1.49
213,2013,1.3080645161290323,1.51,1.53,1.54,1.54,1.53
214,2014,1.4580645161290322,1.55,1.57,1.58,1.58,1.58
215,2015,1.9280645161290322,1.58,1.61,1.61,1.61,1.62
216,2016,1.8280645161290323,1.62,1.65,1.65,1.64,1.66
217,2017,1.6680645161290322,1.66,1.68,1.68,1.67,1.7
218,2018,1.3680645161290323,1.7,1.72,1.71,1.7,1.74
219,2019,1.8180645161290323,1.74,1.75,1.75,1.72,1.78
220,2020,1.7580645161290323,1.77,1.79,1.79,1.75,1.82
221,2021,,,1.82,1.82,1.78,1.86
222,2022,,,1.85,1.86,1.81,1.91
223,2023,,,1.88,1.89,1.83,1.95
224,2024,,,1.91,1.92,1.86,1.99
225,2025,,,1.94,1.95,1.88,2.03
226,2026,,,1.97,1.98,1.91,2.08
227,2027,,,2.0,2.01,1.94,2.12
228,2028,,,2.02,2.05,1.98,2.16
229,2029,,,2.05,2.08,2.01,2.2
230,2030,,,2.07,2.1,2.05,2.24
231,2031,,,2.09,2.13,2.09,2.29
232,2032,,,2.11,2.16,2.13,2.33
233,2033,,,2.13,2.19,2.17,2.38
234,2034,,,2.15,2.22,2.2,2.42
235,2035,,,2.17,2.25,2.24,2.46
236,2036,,,2.19,2.28,2.27,2.51
237,2037,,,2.21,2.31,2.31,2.55
238,2038,,,2.23,2.33,2.35,2.6
239,2039,,,2.24,2.35,2.38,2.65
240,2040,,,2.26,2.38,2.42,2.7
241,2041,,,2.28,2.41,2.46,2.74
242,2042,,,2.3,2.44,2.5,2.78
243,2043,,,2.32,2.47,2.54,2.83
244,2044,,,2.33,2.49,2.58,2.88
245,2045,,,2.35,2.52,2.62,2.92
246,2046,,,2.37,2.55,2.67,2.97
247,2047,,,2.38,2.58,2.72,3.02
248,2048,,,2.39,2.61,2.76,3.07
249,2049,,,2.39,2.64,2.8,3.12
250,2050,,,2.4,2.67,2.84,3.17
251,2051,,,2.41,2.7,2.88,3.23
252,2052,,,2.41,2.72,2.91,3.29
253,2053,,,2.42,2.75,2.95,3.35
254,2054,,,2.42,2.78,2.99,3.41
255,2055,,,2.42,2.8,3.03,3.46
256,2056,,,2.43,2.83,3.06,3.52
257,2057,,,2.43,2.85,3.1,3.59
258,2058,,,2.43,2.87,3.14,3.65
259,2059,,,2.44,2.9,3.18,3.71
260,2060,,,2.44,2.92,3.22,3.76
261,2061,,,2.45,2.94,3.26,3.82
262,2062,,,2.46,2.97,3.31,3.88
263,2063,,,2.46,2.99,3.35,3.93
264,2064,,,2.47,3.01,3.4,3.99
265,2065,,,2.48,3.03,3.44,4.05
266,2066,,,2.48,3.05,3.48,4.11
267,2067,,,2.48,3.07,3.52,4.17
268,2068,,,2.48,3.09,3.56,4.23
269,2069,,,2.49,3.12,3.6,4.28
270,2070,,,2.49,3.13,3.65,4.34
271,2071,,,2.49,3.15,3.7,4.4
272,2072,,,2.48,3.17,3.74,4.45
273,2073,,,2.48,3.19,3.79,4.51
274,2074,,,2.47,3.21,3.83,4.57
275,2075,,,2.46,3.23,3.88,4.63
276,2076,,,2.45,3.24,3.93,4.69
277,2077,,,2.45,3.27,3.98,4.75
278,2078,,,2.44,3.29,4.03,4.81
279,2079,,,2.43,3.3,4.07,4.88
280,2080,,,2.42,3.32,4.12,4.95
281,2081,,,2.42,3.34,4.16,5.01
282,2082,,,2.41,3.36,4.21,5.08
283,2083,,,2.4,3.37,4.26,5.15
284,2084,,,2.39,3.39,4.31,5.22
285,2085,,,2.39,3.41,4.35,5.28
286,2086,,,2.38,3.43,4.4,5.34
287,2087,,,2.38,3.44,4.45,5.41
288,2088,,,2.37,3.45,4.5,5.47
289,2089,,,2.36,3.47,4.55,5.53
290,2090,,,2.35,3.48,4.6,5.59
291,2091,,,2.35,3.49,4.65,5.65
292,2092,,,2.35,3.5,4.69,5.71
293,2093,,,2.35,3.51,4.74,5.77
294,2094,,,2.35,3.51,4.79,5.82
295,2095,,,2.35,3.52,4.83,5.88
296,2096,,,2.36,3.53,4.88,5.93
297,2097,,,2.36,3.54,4.92,5.99
298,2098,,,2.36,3.54,4.97,6.04
299,2099,,,2.37,3.55,5.01,6.09
300,2100,,,2.37,3.55,5.06,6.15
