Iran,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
109,1909,0.4070967741935484,0.02,,,,
110,1910,-0.2629032258064516,0.05,,,,
111,1911,-1.0929032258064515,0.08,,,,
112,1912,0.2070967741935484,0.11,,,,
113,1913,0.057096774193548416,0.13,,,,
114,1914,0.4970967741935484,0.14,,,,
115,1915,0.9570967741935483,0.15,,,,
116,1916,-0.2529032258064516,0.16,,,,
117,1917,0.45709677419354844,0.16,,,,
118,1918,-0.2829032258064516,0.17,,,,
119,1919,0.5270967741935484,0.17,,,,
120,1920,-0.8429032258064515,0.17,,,,
121,1921,-0.18290322580645163,0.16,,,,
122,1922,0.6970967741935484,0.15,,,,
123,1923,-0.18290322580645163,0.14,,,,
124,1924,0.3770967741935484,0.12,,,,
125,1925,0.3370967741935484,0.1,,,,
126,1926,0.3370967741935484,0.07,,,,
127,1927,0.1870967741935484,0.03,,,,
128,1928,-0.1529032258064516,-0.01,,,,
129,1929,-0.18290322580645163,-0.05,,,,
130,1930,-0.2629032258064516,-0.08,,,,
131,1931,-0.22290322580645155,-0.1,,,,
132,1932,-0.36290322580645157,-0.1,,,,
133,1933,-0.20290322580645165,-0.08,,,,
134,1934,-0.5729032258064517,-0.04,,,,
135,1935,0.1370967741935484,0.02,,,,
136,1936,0.1270967741935484,0.1,,,,
137,1937,0.1470967741935484,0.17,,,,
138,1938,0.2670967741935484,0.23,,,,
139,1939,0.2070967741935484,0.27,,,,
140,1940,0.8570967741935485,0.31,,,,
141,1941,1.0670967741935484,0.34,,,,
142,1942,0.5970967741935485,0.35,,,,
143,1943,-0.18290322580645163,0.34,,,,
144,1944,0.6370967741935485,0.32,,,,
145,1945,-0.0829032258064516,0.29,,,,
146,1946,0.1670967741935484,0.25,,,,
147,1947,0.9070967741935485,0.22,,,,
148,1948,0.2170967741935484,0.21,,,,
149,1949,-0.6129032258064515,0.2,,,,
150,1950,-0.4129032258064516,0.21,,,,
151,1951,0.24709677419354842,0.21,,,,
152,1952,0.2370967741935484,0.22,,,,
153,1953,0.4070967741935484,0.24,,,,
154,1954,0.3170967741935484,0.27,,,,
155,1955,0.7970967741935484,0.31,,,,
156,1956,0.007096774193548427,0.35,,,,
157,1957,-0.5429032258064517,0.39,,,,
158,1958,0.8670967741935485,0.42,,,,
159,1959,0.1570967741935484,0.43,,,,
160,1960,0.6670967741935484,0.44,,,,
161,1961,0.5070967741935484,0.44,,,,
162,1962,0.5270967741935484,0.44,,,,
163,1963,0.8870967741935485,0.43,,,,
164,1964,-0.46290322580645155,0.43,,,,
165,1965,0.3670967741935484,0.42,,,,
166,1966,1.0070967741935484,0.41,,,,
167,1967,-0.06290322580645158,0.39,,,,
168,1968,0.1870967741935484,0.37,,,,
169,1969,0.0970967741935484,0.34,,,,
170,1970,1.0370967741935484,0.32,,,,
171,1971,0.5570967741935484,0.32,,,,
172,1972,-0.9429032258064516,0.34,,,,
173,1973,0.4070967741935484,0.38,,,,
174,1974,-0.3729032258064516,0.43,,,,
175,1975,0.1270967741935484,0.47,,,,
176,1976,0.01709677419354838,0.5,,,,
177,1977,0.9170967741935485,0.52,,,,
178,1978,0.8370967741935484,0.54,,,,
179,1979,0.8470967741935485,0.56,,,,
180,1980,0.9970967741935484,0.58,,,,
181,1981,1.0370967741935484,0.61,,,,
182,1982,-0.0829032258064516,0.63,,,,
183,1983,0.5270967741935484,0.65,,,,
184,1984,0.2070967741935484,0.64,,,,
185,1985,0.6770967741935484,0.63,,,,
186,1986,0.24709677419354842,0.62,,,,
187,1987,0.9570967741935483,0.61,,,,
188,1988,1.0070967741935484,0.62,,,,
189,1989,0.4370967741935484,0.65,,,,
190,1990,0.9570967741935483,0.68,,,,
191,1991,0.5670967741935484,0.71,,,,
192,1992,-0.5329032258064517,0.76,,,,
193,1993,0.2670967741935484,0.82,,,,
194,1994,0.9070967741935485,0.88,,,,
195,1995,0.9170967741935485,0.95,,,,
196,1996,0.6970967741935484,1.03,,,,
197,1997,0.7970967741935484,1.12,,,,
198,1998,1.6770967741935485,1.21,,,,
199,1999,1.6770967741935485,1.29,,,,
200,2000,1.4270967741935485,1.36,,,,
201,2001,1.9570967741935485,1.42,,,,
202,2002,1.6270967741935485,1.46,,,,
203,2003,1.3670967741935485,1.49,,,,
204,2004,1.6270967741935485,1.51,,,,
205,2005,1.2970967741935484,1.51,1.4,1.37,1.41,1.38
206,2006,1.6770967741935485,1.5,1.44,1.41,1.45,1.42
207,2007,1.1870967741935483,1.5,1.48,1.46,1.49,1.46
208,2008,1.3370967741935484,1.5,1.52,1.5,1.53,1.51
209,2009,1.5170967741935484,1.52,1.56,1.54,1.57,1.55
210,2010,2.5170967741935484,1.55,1.6,1.59,1.6,1.59
211,2011,1.3870967741935485,1.6,1.64,1.63,1.64,1.63
212,2012,1.3070967741935484,1.66,1.68,1.68,1.68,1.67
213,2013,1.7170967741935486,1.71,1.72,1.72,1.72,1.72
214,2014,1.4670967741935486,1.75,1.76,1.76,1.75,1.76
215,2015,2.0770967741935484,1.79,1.8,1.81,1.79,1.81
216,2016,2.1370967741935485,1.83,1.84,1.85,1.83,1.85
217,2017,2.007096774193548,1.87,1.87,1.89,1.87,1.89
218,2018,2.4170967741935483,1.91,1.91,1.93,1.9,1.93
219,2019,1.7770967741935484,1.95,1.95,1.97,1.94,1.97
220,2020,1.4170967741935485,1.99,1.99,2.01,1.97,2.01
221,2021,,,2.03,2.05,2.01,2.06
222,2022,,,2.07,2.08,2.05,2.11
223,2023,,,2.11,2.12,2.08,2.16
224,2024,,,2.15,2.15,2.12,2.21
225,2025,,,2.2,2.18,2.15,2.26
226,2026,,,2.24,2.21,2.19,2.31
227,2027,,,2.28,2.24,2.23,2.36
228,2028,,,2.31,2.28,2.28,2.41
229,2029,,,2.35,2.3,2.32,2.46
230,2030,,,2.38,2.33,2.36,2.51
231,2031,,,2.41,2.36,2.4,2.56
232,2032,,,2.43,2.39,2.44,2.6
233,2033,,,2.46,2.42,2.48,2.65
234,2034,,,2.48,2.44,2.52,2.69
235,2035,,,2.49,2.47,2.56,2.74
236,2036,,,2.51,2.51,2.6,2.78
237,2037,,,2.53,2.54,2.65,2.83
238,2038,,,2.54,2.57,2.68,2.88
239,2039,,,2.56,2.6,2.72,2.94
240,2040,,,2.57,2.63,2.76,3.0
241,2041,,,2.59,2.66,2.81,3.05
242,2042,,,2.61,2.7,2.86,3.11
243,2043,,,2.63,2.74,2.91,3.17
244,2044,,,2.64,2.77,2.96,3.24
245,2045,,,2.66,2.81,3.01,3.3
246,2046,,,2.68,2.85,3.06,3.37
247,2047,,,2.7,2.89,3.11,3.44
248,2048,,,2.71,2.93,3.16,3.5
249,2049,,,2.72,2.96,3.2,3.56
250,2050,,,2.73,3.0,3.25,3.62
251,2051,,,2.74,3.04,3.3,3.69
252,2052,,,2.74,3.07,3.34,3.75
253,2053,,,2.75,3.1,3.38,3.82
254,2054,,,2.75,3.12,3.42,3.88
255,2055,,,2.75,3.14,3.46,3.94
256,2056,,,2.76,3.17,3.51,4.0
257,2057,,,2.77,3.19,3.55,4.07
258,2058,,,2.78,3.22,3.6,4.13
259,2059,,,2.78,3.24,3.65,4.19
260,2060,,,2.78,3.27,3.69,4.25
261,2061,,,2.78,3.3,3.74,4.32
262,2062,,,2.78,3.33,3.79,4.39
263,2063,,,2.78,3.36,3.83,4.45
264,2064,,,2.78,3.39,3.89,4.52
265,2065,,,2.78,3.42,3.94,4.58
266,2066,,,2.78,3.45,3.98,4.65
267,2067,,,2.77,3.48,4.03,4.71
268,2068,,,2.76,3.5,4.08,4.77
269,2069,,,2.76,3.53,4.13,4.84
270,2070,,,2.75,3.54,4.18,4.9
271,2071,,,2.75,3.56,4.24,4.96
272,2072,,,2.74,3.58,4.3,5.02
273,2073,,,2.74,3.58,4.35,5.08
274,2074,,,2.74,3.59,4.4,5.15
275,2075,,,2.74,3.6,4.45,5.21
276,2076,,,2.74,3.61,4.51,5.27
277,2077,,,2.74,3.63,4.56,5.34
278,2078,,,2.74,3.65,4.62,5.4
279,2079,,,2.74,3.67,4.67,5.48
280,2080,,,2.73,3.69,4.73,5.55
281,2081,,,2.73,3.71,4.78,5.62
282,2082,,,2.73,3.73,4.83,5.69
283,2083,,,2.73,3.75,4.88,5.76
284,2084,,,2.73,3.77,4.94,5.84
285,2085,,,2.72,3.79,4.99,5.91
286,2086,,,2.72,3.81,5.04,5.98
287,2087,,,2.71,3.82,5.09,6.06
288,2088,,,2.69,3.84,5.14,6.14
289,2089,,,2.68,3.85,5.19,6.21
290,2090,,,2.67,3.86,5.23,6.29
291,2091,,,2.65,3.87,5.28,6.36
292,2092,,,2.64,3.88,5.33,6.44
293,2093,,,2.63,3.88,5.38,6.51
294,2094,,,2.62,3.89,5.43,6.58
295,2095,,,2.61,3.9,5.48,6.66
296,2096,,,2.59,3.91,5.54,6.73
297,2097,,,2.58,3.91,5.59,6.8
298,2098,,,2.57,3.91,5.64,6.87
299,2099,,,2.56,3.92,5.69,6.93
300,2100,,,2.55,3.92,5.75,7.02
